City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
365,Palmer,US,42.16,-72.33,48.0,93,1,0.63,clear sky
366,Bathsheba,BB,13.22,-59.52,80.6,83,40,12.75,shower rain
367,Touros,BR,-5.2,-35.46,75.2,94,75,3.36,broken clouds
368,Guerrero Negro,MX,27.98,-114.06,63.52,63,84,10.63,broken clouds
369,Dzilam Gonzalez,MX,21.28,-88.93,74.48,89,32,4.72,scattered clouds
370,Chivilcoy,AR,-34.9,-60.02,63.0,75,100,5.99,moderate rain
371,Safford,US,32.83,-109.71,55.4,47,1,4.7,clear sky
372,Tera,NE,14.01,0.75,72.41,21,84,9.4,broken clouds
373,Billings,US,45.78,-108.5,19.0,52,40,12.75,scattered clouds
374,Caraballeda,VE,10.61,-66.85,72.0,79,54,3.02,broken clouds
375,Sao Raimundo Das Mangabeiras,BR,-7.02,-45.48,75.88,67,0,2.64,clear sky
376,Sao Joao Da Barra,BR,-21.64,-41.05,74.1,94,100,3.04,overcast clouds
377,Arteaga,MX,18.47,-102.42,64.6,86,1,1.3,clear sky
378,Abalak,RU,58.13,68.59,32.22,98,100,9.86,overcast clouds
379,Chabahar,IR,25.29,60.64,82.4,74,0,6.31,clear sky
380,Marzuq,YE,14.4,46.47,76.84,22,6,0.85,clear sky
381,Zhigalovo,RU,54.81,105.16,41.47,74,5,1.88,clear sky
382,Katherine,AU,-14.47,132.27,104.0,19,40,13.87,scattered clouds
383,Lovozero,RU,68.0,35.01,29.25,96,93,2.89,overcast clouds
384,Bridlington,GB,54.08,-0.19,51.8,100,90,1.12,drizzle
385,Aklavik,CA,68.22,-135.01,21.2,92,100,8.05,light snow
386,Chimbote,PE,-9.09,-78.58,58.71,90,81,3.42,broken clouds
387,Nara,JP,34.69,135.8,64.0,51,75,5.82,broken clouds
388,Cabo San Lucas,MX,22.89,-109.91,73.99,74,11,13.29,few clouds
389,Nelson Bay,AU,-32.72,152.15,68.0,49,20,11.41,few clouds
390,Kijang,KR,35.24,129.21,57.2,10,0,16.11,clear sky
391,Grand Junction,US,39.06,-108.55,42.01,69,90,6.93,overcast clouds
392,Odessa,UA,46.48,30.73,42.8,100,90,8.95,fog
393,Thinadhoo,MV,0.53,72.93,84.65,72,100,10.6,light rain
394,Kavaratti,IN,10.57,72.64,86.0,79,20,5.82,few clouds
395,Tevriz,RU,57.51,72.4,35.74,83,99,14.36,overcast clouds
396,Sawakin,SD,19.11,37.33,85.46,66,45,3.36,scattered clouds
397,Tonota,BW,-21.48,27.48,71.6,73,75,9.17,thunderstorm with light rain
398,Brunico,IT,46.8,11.94,41.0,66,0,0.94,clear sky
399,Telford,GB,52.68,-2.45,51.01,100,89,5.82,overcast clouds
400,Seoul,KR,37.57,126.98,48.2,19,90,10.13,overcast clouds
401,Zheleznodorozhnyy,RU,55.75,38.0,70.83,92,0,6.71,clear sky
402,Mogadishu,SO,2.04,45.34,80.6,65,20,6.93,few clouds
403,Lasa,IT,46.62,10.7,35.6,53,5,5.82,clear sky
404,De Aar,ZA,-30.65,24.01,62.62,41,36,11.39,scattered clouds
405,Juneau,US,58.3,-134.42,35.6,93,90,23.04,sleet
406,Khash,IR,28.22,61.22,70.45,23,15,2.1,few clouds
407,Shache,CN,38.42,77.24,55.87,27,100,3.96,overcast clouds
408,Aykhal,RU,66.0,111.5,3.2,91,90,8.95,light shower snow
409,Dakar,SN,14.69,-17.44,75.2,88,0,11.41,clear sky
410,Vigrestad,NO,58.57,5.7,43.0,89,71,15.23,broken clouds
411,Dovolnoye,RU,54.5,79.67,38.89,72,73,25.59,broken clouds
412,Bam,IR,29.11,58.36,74.86,19,10,12.71,clear sky
413,Sao Mateus,BR,-18.72,-39.86,71.2,94,32,3.65,scattered clouds
414,Wattegama,LK,6.8,81.48,87.8,74,40,5.82,scattered clouds
415,Rosarito,MX,32.33,-117.03,55.99,66,20,13.87,few clouds
416,Renqiu,CN,38.7,116.09,62.24,26,0,4.79,clear sky
417,Borsad,IN,22.42,72.9,82.4,37,0,5.82,haze
418,Idenao,CM,4.25,9.0,77.16,77,45,1.12,scattered clouds
419,Talnakh,RU,69.49,88.4,26.6,86,40,15.66,light snow
420,Bella Union,UY,-30.28,-57.6,65.98,87,100,8.97,overcast clouds
421,Praia Da Vitoria,PT,38.73,-27.07,51.8,93,20,7.43,few clouds
422,Pangai,TO,-19.8,-174.35,77.0,83,20,6.93,few clouds
423,Nishihara,JP,26.18,127.76,73.4,53,90,17.22,overcast clouds
424,Coquimbo,CL,-29.95,-71.34,53.6,81,0,3.36,clear sky
425,Clyde River,CA,70.47,-68.59,-0.4,77,1,8.05,clear sky
426,Lianran,CN,24.92,102.48,62.01,76,90,6.71,overcast clouds
427,Palu,ID,-0.89,119.87,86.36,66,53,3.67,light rain
428,Moskovskiy,RU,55.6,37.35,30.0,92,0,8.95,clear sky
429,Pangobilian,PH,8.8,117.86,84.94,69,50,8.81,light rain
430,Puerto Parra,CO,6.65,-74.06,72.19,97,60,0.36,broken clouds
431,Colquechaca,BO,-18.67,-66.02,37.71,89,54,1.97,broken clouds
432,Derzhavinsk,KZ,51.1,66.32,38.46,91,100,28.66,light rain
433,Murwara,IN,23.85,80.4,80.02,22,0,2.57,clear sky
434,Tianpeng,CN,30.99,103.94,75.99,1,14,5.86,few clouds
435,Danjiangkou,CN,32.54,111.51,69.55,26,16,5.26,few clouds
436,Kunming,CN,25.04,102.72,62.01,76,90,6.71,overcast clouds
437,Gigmoto,PH,13.78,124.39,85.01,74,100,8.08,overcast clouds
438,Grand Gaube,MU,-20.01,57.66,79.0,72,6,11.99,light rain
439,Ipanema,BR,-30.14,-51.22,69.8,88,75,12.75,broken clouds
440,Gimli,CA,50.63,-96.99,41.0,65,26,20.8,scattered clouds
441,Phan Thiet,VN,10.93,108.1,81.88,76,93,5.3,overcast clouds
442,Bardiyah,LY,31.76,25.09,66.24,80,2,14.97,light rain
443,Angoram,PG,-4.06,144.07,87.98,65,95,6.67,overcast clouds
444,Pinega,RU,64.7,43.39,33.24,92,95,10.58,light snow
445,Kuala Terengganu,MY,5.33,103.14,82.4,78,40,2.8,light rain
446,Kinkala,CG,-4.36,14.76,75.2,88,75,4.7,broken clouds
447,Rio Gallegos,AR,-51.62,-69.22,42.8,81,90,12.75,light rain
448,Polunochnoye,RU,60.87,60.42,30.69,91,99,8.03,overcast clouds
449,Jishou,CN,28.32,109.72,72.27,35,0,3.47,clear sky
450,Chahuites,MX,16.28,-94.18,76.73,75,18,3.22,few clouds
451,Wisconsin Rapids,US,44.38,-89.82,62.6,82,1,9.17,clear sky
452,Urozhaynoye,RU,44.79,44.92,50.56,61,0,13.0,clear sky
453,Pijijiapan,MX,15.7,-93.23,75.88,77,25,3.33,scattered clouds
454,Uribia,CO,11.71,-72.27,79.34,82,61,4.76,broken clouds
455,Isangel,VU,-19.55,169.27,75.58,77,79,18.41,broken clouds
456,Nayudupeta,IN,13.9,79.9,84.2,62,40,10.29,haze
457,Southbridge,US,42.08,-72.03,62.6,42,1,11.41,clear sky
458,Griffith,US,41.53,-87.42,66.0,77,1,4.7,clear sky
459,Tonantins,BR,-2.87,-67.8,73.99,97,87,0.31,overcast clouds
460,Zelenoborskiy,RU,66.84,32.36,33.84,89,97,11.59,overcast clouds
461,Paris,FR,48.85,2.35,53.01,93,90,4.7,fog
462,Hammerfest,NO,70.66,23.68,35.6,93,75,26.4,broken clouds
463,Vanimo,PG,-2.67,141.3,84.56,70,75,7.02,broken clouds
464,Namibe,AO,-15.2,12.15,72.05,63,12,1.9,few clouds
465,Sorland,NO,67.67,12.69,41.0,65,75,21.92,broken clouds
466,Xam Nua,LA,20.42,104.04,71.74,44,1,8.19,clear sky
467,Kipini,KE,-2.53,40.53,78.8,88,20,6.96,few clouds
468,Shelburne,CA,44.08,-80.2,53.6,93,1,8.55,clear sky
469,Basoda,IN,23.85,77.93,81.95,18,0,2.19,clear sky
470,Anyksciai,LT,55.53,25.1,34.48,88,0,2.01,clear sky
471,Redmond,US,47.67,-122.12,37.99,90,0,1.36,clear sky
472,Murgab,TM,37.5,61.97,51.8,76,75,4.45,broken clouds
473,Maragogi,BR,-9.01,-35.22,76.1,88,24,11.9,few clouds
474,Groton,US,41.35,-72.08,57.99,93,1,3.36,clear sky
475,Youghal,IE,51.95,-7.85,55.0,100,75,12.75,broken clouds
476,Pemberton,CA,50.32,-122.8,28.0,76,0,1.28,clear sky
477,Musafirkhana,IN,26.37,81.8,81.77,24,0,2.98,clear sky
478,Vanersborg,SE,58.38,12.32,46.4,93,94,2.24,overcast clouds
479,Xiongzhou,CN,25.12,114.3,74.52,29,0,10.45,clear sky
480,Ginda,IN,30.69,78.49,67.68,25,0,5.77,clear sky
481,Independencia,BR,-5.4,-40.31,78.04,69,23,10.74,few clouds
482,Novikovo,RU,51.15,37.89,45.68,84,97,6.76,overcast clouds
483,Nouadhibou,MR,20.93,-17.03,69.8,73,0,16.11,clear sky
484,Koulamoutou,GA,-1.13,12.47,72.14,95,93,1.59,overcast clouds
485,Inongo,CD,-1.95,18.27,70.81,94,100,4.97,moderate rain
486,Fano,IT,43.82,13.01,51.01,100,0,4.7,clear sky
487,Huilong,CN,31.81,121.66,64.99,46,0,10.27,light rain
488,Portland,US,45.52,-122.68,37.4,86,1,3.36,clear sky
489,Steinbach,DE,50.17,8.57,48.99,93,100,2.24,fog
490,Mikuni,JP,36.22,136.15,51.8,81,75,4.7,light intensity shower rain
491,Cosamaloapan,MX,18.37,-95.8,71.26,83,71,2.77,broken clouds
492,Talcahuano,CL,-36.72,-73.12,51.8,87,0,8.05,clear sky
493,Humberto De Campos,BR,-2.6,-43.46,78.13,88,43,8.32,scattered clouds
494,Karratha,AU,-20.74,116.85,90.88,24,0,22.3,clear sky
495,Roebourne,AU,-20.78,117.13,95.23,21,0,23.02,clear sky
496,Boa Vista,BR,2.82,-60.67,75.2,88,75,1.12,moderate rain
497,Tefe,BR,-3.35,-64.71,71.49,98,83,2.57,broken clouds
498,Orocue,CO,4.79,-71.34,74.95,90,70,1.21,light rain
499,Mitsamiouli,KM,-11.38,43.28,81.34,74,36,12.55,scattered clouds
500,Paratinga,BR,-12.69,-43.18,70.21,81,0,3.04,clear sky
501,Melfi,IT,41.0,15.65,50.0,87,5,6.93,clear sky
502,Komsomolskiy,UZ,40.43,71.72,48.2,70,40,6.93,scattered clouds
503,Indiana,US,40.0,-86.25,63.0,76,1,6.93,clear sky
504,Pataskala,US,40.0,-82.67,57.0,76,1,6.35,clear sky
505,Kaeo,NZ,-35.1,173.78,60.01,82,16,7.0,few clouds
506,Flinders,AU,-34.58,150.86,66.99,67,15,10.38,few clouds
507,Shahreza,IR,32.03,51.88,56.64,41,0,4.72,clear sky
508,Macau,MO,22.2,113.55,82.4,44,0,16.11,clear sky
509,El Alto,PE,-4.27,-81.21,62.37,88,60,12.5,broken clouds
510,Millau,FR,44.08,2.92,52.0,81,0,6.93,clear sky
511,Ketchikan,US,55.34,-131.65,39.2,93,90,27.51,light rain
512,Saint Albans,GB,51.75,-0.33,54.0,93,90,4.7,mist
513,Moerai,PF,-22.43,-151.33,75.4,82,85,17.05,overcast clouds
514,Poso,ID,-1.4,120.75,87.13,55,6,5.75,clear sky
515,Hattiesburg,US,31.33,-89.29,64.99,100,1,4.97,clear sky
516,Gat,IL,31.61,34.76,64.0,82,20,1.12,few clouds
517,Puerto Escondido,MX,15.85,-97.07,78.8,78,40,4.7,scattered clouds
518,Kruisfontein,ZA,-34.0,24.73,55.0,95,100,5.99,light rain
519,Bundaberg,AU,-24.85,152.35,78.8,36,69,18.34,broken clouds
520,Nikolayevsk-Na-Amure,RU,53.14,140.73,18.7,87,100,12.53,overcast clouds
521,Qandala,SO,11.47,49.87,81.27,67,61,7.2,broken clouds
522,Manokwari,ID,-0.87,134.08,84.47,70,96,12.53,overcast clouds
523,Payson,US,40.04,-111.73,32.0,82,20,8.05,few clouds
524,Sept-Iles,CA,50.2,-66.38,30.2,100,90,1.54,light snow
525,Datong,CN,40.09,113.29,48.33,41,0,1.81,clear sky
526,Potsdam,DE,52.4,13.07,44.01,98,73,5.95,broken clouds
527,Elizabeth City,US,36.29,-76.25,59.0,98,90,3.83,overcast clouds
528,Huarmey,PE,-10.07,-78.15,60.3,85,92,5.48,overcast clouds
529,Berdigestyakh,RU,62.1,126.7,-3.53,90,100,0.2,overcast clouds
530,Ampanihy,MG,-24.7,44.75,92.39,22,0,8.86,clear sky
531,Poum,NC,-20.23,164.02,75.31,77,64,17.54,broken clouds
532,Massakory,TD,13.0,15.73,74.25,35,45,12.46,scattered clouds
533,Buraydah,SA,26.33,43.98,69.8,73,40,5.82,scattered clouds
534,Tadine,NC,-21.55,167.88,73.36,76,17,17.49,few clouds
535,Bubaque,GW,11.28,-15.83,82.96,77,0,7.65,clear sky
536,Mandalgarh,IN,25.2,75.1,82.71,19,0,0.72,clear sky
537,Bogorodskoye,RU,56.55,37.88,31.35,96,0,9.66,clear sky
538,Kamaishi,JP,39.27,141.88,42.8,70,75,8.05,broken clouds
539,Schiffdorf,DE,53.53,8.65,41.0,100,90,10.29,mist
540,Robertsport,LR,6.75,-11.37,77.13,86,30,3.6,scattered clouds
541,Kapit,MY,2.02,112.93,92.28,49,93,5.48,overcast clouds
542,Cuamba,MZ,-14.8,36.54,84.79,47,38,7.78,scattered clouds
543,Ishinomaki,JP,38.42,141.3,51.8,46,75,17.22,broken clouds
544,Bongandanga,CD,1.5,21.05,71.31,99,100,1.72,light rain
545,Vilhena,BR,-12.74,-60.15,70.52,88,100,3.6,moderate rain
546,Tabou,CI,4.42,-7.35,77.52,83,99,3.0,light rain
547,Teguldet,RU,57.31,88.17,39.27,77,100,14.2,overcast clouds
548,Port Jervis,US,41.38,-74.69,50.0,86,1,2.64,clear sky
549,Shetpe,KZ,44.17,52.12,51.82,66,12,21.88,few clouds
550,Villa Carlos Paz,AR,-31.42,-64.5,63.0,94,53,1.99,broken clouds
551,Marawi,PH,8.0,124.29,84.0,79,24,8.01,few clouds
552,Las Cruces,US,32.31,-106.78,60.01,47,1,9.17,clear sky
553,Fuling,CN,29.7,107.39,73.69,43,36,2.62,scattered clouds
554,Angoche,MZ,-16.23,39.91,84.04,63,58,12.03,broken clouds
555,Alta,NO,69.97,23.27,37.99,86,75,17.22,broken clouds
556,Roros,NO,62.57,11.38,26.6,100,90,4.7,fog
557,Pakxan,LA,18.38,103.66,85.6,37,0,9.01,clear sky
558,Siraha,NP,26.65,86.21,83.19,36,0,3.38,clear sky
559,Kulob,TJ,37.91,69.78,59.0,54,90,2.24,haze
560,Kupang,ID,-10.17,123.58,95.0,41,20,18.34,few clouds
561,Rawson,AR,-43.3,-65.1,67.55,60,73,15.68,broken clouds
562,Dhidhdhoo,MV,6.88,73.1,84.43,72,86,10.69,overcast clouds
563,Pochutla,MX,15.74,-96.47,75.99,84,32,2.57,scattered clouds
564,Goderich,CA,43.75,-81.72,57.2,62,0,6.93,clear sky
565,Okhotsk,RU,59.38,143.3,7.57,88,14,20.18,few clouds
566,Dandong,CN,40.13,124.39,49.46,43,0,11.27,clear sky
567,Eureka,US,40.8,-124.16,39.0,79,0,7.18,clear sky
568,Taybad,IR,34.74,60.78,51.13,68,97,14.67,overcast clouds
569,Prabumulih,ID,-3.45,104.25,91.51,53,99,4.09,overcast clouds
570,Pitimbu,BR,-7.47,-34.81,75.2,100,75,5.82,broken clouds
571,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,48,0,4.7,clear sky
572,Casas Grandes,MX,30.37,-107.95,54.54,57,0,3.51,clear sky
573,Pacific Grove,US,36.62,-121.92,42.8,75,1,7.81,clear sky
574,Tiznit,MA,29.58,-9.5,57.38,64,3,2.06,clear sky
575,Pevek,RU,69.7,170.31,16.86,95,98,3.22,overcast clouds
576,General Roca,AR,-39.03,-67.58,68.0,77,20,4.7,thunderstorm
577,Buin,CL,-33.73,-70.75,63.0,76,81,4.7,broken clouds
578,Denpasar,ID,-8.65,115.22,93.2,52,40,8.05,scattered clouds
579,Lingao,CN,19.91,109.69,77.13,58,45,14.47,scattered clouds
580,Vilyuysk,RU,63.76,121.62,-2.79,90,26,4.61,scattered clouds
581,Verkhnyaya Inta,RU,65.98,60.31,26.2,98,100,9.13,light snow
582,Kashi,CN,39.45,75.98,48.2,24,20,6.71,few clouds
583,Doha,QA,25.29,51.53,88.0,62,0,5.82,clear sky
584,Calabozo,VE,8.92,-67.43,73.83,96,20,2.44,few clouds
585,Berlevag,NO,70.86,29.09,32.0,82,75,5.82,broken clouds
586,Keuruu,FI,62.27,24.7,39.99,93,75,13.87,broken clouds
587,Bangolo,CI,7.01,-7.47,68.76,98,38,1.83,scattered clouds
588,Sisimiut,GL,66.94,-53.67,19.38,93,100,26.24,light snow
589,Riyadh,SA,24.69,46.72,71.6,56,0,2.24,clear sky
590,Irving,US,32.81,-96.95,66.2,82,1,9.17,clear sky
591,Otorohanga,NZ,-38.18,175.2,57.0,71,100,4.0,overcast clouds
592,Mezen,RU,65.85,44.24,32.72,95,99,12.24,overcast clouds
593,Castanhal,BR,-1.29,-47.93,77.0,88,0,6.93,clear sky
594,Nyurba,RU,63.28,118.33,7.56,88,92,6.22,overcast clouds
595,Listvyanka,RU,51.85,104.87,51.8,43,0,13.42,clear sky
596,Tessalit,ML,20.2,1.01,67.77,28,0,13.71,clear sky
597,Tumpat,MY,6.2,102.17,78.8,88,40,4.7,moderate rain
598,Novopskov,UA,49.55,39.09,48.87,69,100,8.23,overcast clouds
599,Hinton,CA,53.4,-117.59,3.2,91,40,3.36,scattered clouds
600,Manzanillo,CU,20.34,-77.12,74.26,89,31,4.16,scattered clouds
601,Ithaca,US,42.44,-76.5,53.01,81,1,6.93,clear sky
602,Srivardhan,IN,18.03,73.02,86.05,44,0,2.98,clear sky
603,Road Town,VG,18.42,-64.62,80.6,78,75,11.41,broken clouds
604,Tommot,RU,58.96,126.29,6.71,89,65,0.6,broken clouds
605,Estelle,US,29.85,-90.11,71.01,100,1,3.36,clear sky
606,Yulara,AU,-25.24,130.99,100.4,13,53,14.99,broken clouds
607,Yabrud,SY,33.97,36.66,57.2,82,75,16.11,broken clouds
608,Puerto Leguizamo,CO,-0.19,-74.78,72.0,94,98,1.95,overcast clouds
609,Rio Cuarto,AR,-33.13,-64.35,61.0,90,83,8.01,broken clouds
610,Sitka,US,57.05,-135.33,46.4,75,90,24.16,moderate rain
611,Tshikapa,CD,-6.42,20.8,74.12,91,100,4.21,overcast clouds
612,Nizhniy Kuranakh,RU,58.84,125.49,7.03,89,21,1.28,few clouds
613,Pangoa,PE,-12.12,-73.0,67.21,91,83,3.44,broken clouds
614,Maniitsoq,GL,65.42,-52.9,20.86,86,100,31.27,overcast clouds
615,Balabac,PH,7.99,117.06,83.73,76,40,12.71,scattered clouds
616,Oranjemund,NA,-28.55,16.43,60.78,60,2,18.07,clear sky
617,Tigil,RU,57.8,158.67,22.1,91,25,2.75,scattered clouds
618,Muros,ES,42.78,-9.06,53.6,93,90,3.36,overcast clouds
619,Hlotse,LS,-28.87,28.05,67.1,65,97,5.06,light rain
620,Delijan,IR,33.99,50.68,57.49,48,23,1.32,few clouds
621,Lalian,PK,31.82,72.8,82.58,15,0,3.51,clear sky
622,Kargalinskaya,RU,43.74,46.48,52.99,49,0,8.95,clear sky
623,Nabire,ID,-3.37,135.48,86.34,63,89,4.54,overcast clouds
624,Sovetskiy,RU,61.36,63.58,30.15,93,100,8.95,overcast clouds
625,Sistranda,NO,63.73,8.83,44.6,93,75,8.05,broken clouds
626,Dusetos,LT,55.75,25.85,33.82,90,0,1.95,clear sky
627,Umm Lajj,SA,25.02,37.27,77.86,50,0,6.62,light rain
628,Troitskoye,RU,52.98,84.68,38.46,92,100,13.18,overcast clouds
629,Freeport,US,40.66,-73.58,57.2,76,1,5.68,clear sky
630,Luganville,VU,-15.53,167.17,78.8,94,90,8.05,overcast clouds
631,Fort-Shevchenko,KZ,44.51,50.26,56.5,70,14,18.16,few clouds
632,Port Hueneme,US,34.15,-119.2,53.6,66,1,19.46,clear sky
633,Maningrida,AU,-12.07,134.27,90.25,58,68,14.74,broken clouds
634,Ottappalam,IN,10.77,76.38,89.6,66,20,7.14,few clouds
635,Viedma,AR,-40.81,-63.0,55.99,93,78,8.14,light rain
636,Massaranduba,BR,-7.2,-35.79,70.7,93,22,5.79,few clouds
637,Olafsvik,IS,64.89,-23.71,43.02,76,100,19.42,overcast clouds
638,Keflavik,IS,64.0,-22.56,44.6,93,75,24.16,light intensity drizzle
639,Beian,NO,63.66,9.57,44.6,93,75,8.05,broken clouds
640,Dori,BF,14.04,-0.03,73.24,21,86,9.75,overcast clouds
641,Acari,PE,-15.43,-74.62,63.97,68,75,0.27,broken clouds
642,Sola,VU,-13.88,167.55,82.13,79,100,10.8,light rain
643,Finschhafen,PG,-6.6,147.87,83.39,74,94,11.83,light rain
644,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,30.2,58,34,2.24,scattered clouds
645,Puri,IN,19.8,85.85,80.6,54,0,6.93,haze
646,Half Moon Bay,US,37.46,-122.43,48.2,86,1,3.36,clear sky
647,Kieta,PG,-6.22,155.63,82.98,75,71,2.89,light rain
648,Constitucion,CL,-35.33,-72.42,53.58,75,42,8.05,scattered clouds
649,Atasu,KZ,48.68,71.64,33.06,92,93,30.33,overcast clouds
650,Bereznik,RU,62.86,42.71,34.14,88,100,11.12,overcast clouds
651,Cockburn Town,TC,21.46,-71.14,79.7,86,100,25.61,moderate rain
652,Cururupu,BR,-1.83,-44.87,76.41,93,15,5.41,few clouds
653,Tabuk,PH,17.42,121.44,80.28,83,100,9.46,light rain
654,Alekseyevsk,RU,57.84,108.35,38.55,89,43,6.24,scattered clouds
655,Walvis Bay,NA,-22.96,14.51,57.99,87,98,2.24,overcast clouds
656,Tartagal,AR,-22.52,-63.8,68.47,85,100,6.78,light rain
657,Nioro,GM,13.35,-15.75,73.35,81,0,4.21,clear sky
658,Baruun-Urt,MN,46.68,113.28,42.66,58,0,9.51,clear sky
659,Saldanha,ZA,-33.01,17.94,51.8,76,0,4.7,clear sky
660,Porto Walter,BR,-8.27,-72.74,72.63,96,91,0.74,overcast clouds
661,Borogontsy,RU,62.67,131.17,-13.58,87,71,1.36,broken clouds
662,Yakovlevka,RU,44.42,133.48,27.91,84,89,8.86,overcast clouds
663,Anloga,GH,5.79,0.9,77.0,88,20,2.24,few clouds
664,Jalu,LY,29.03,21.55,58.59,71,0,7.7,clear sky
665,Palm Coast,US,29.59,-81.21,78.01,78,90,16.11,moderate rain
666,Tricase,IT,39.93,18.36,46.4,100,40,9.17,fog
667,Naze,JP,28.37,129.48,71.6,56,75,17.22,broken clouds
668,Zetea,RO,46.38,25.37,37.0,100,7,1.99,clear sky
669,Inhambane,MZ,-23.86,35.38,82.4,88,75,6.93,broken clouds
670,Basco,PH,20.45,121.97,78.84,83,64,31.83,broken clouds
671,Shimoda,JP,34.67,138.95,64.4,42,20,11.41,few clouds
672,Egvekinot,RU,66.32,-179.17,17.51,97,99,11.27,overcast clouds
673,Tawau,MY,4.25,117.89,89.6,66,20,10.29,few clouds
674,Necochea,AR,-38.55,-58.74,54.45,94,39,7.81,scattered clouds
675,Rabo De Peixe,PT,37.8,-25.58,59.0,77,75,1.12,broken clouds
676,Hambantota,LK,6.12,81.12,87.8,74,40,5.82,scattered clouds
677,Walla Walla,US,46.06,-118.34,30.99,74,1,5.82,clear sky
678,Iquique,CL,-20.22,-70.14,64.4,68,90,5.82,overcast clouds
679,Vila Franca Do Campo,PT,37.72,-25.43,59.0,77,75,1.12,broken clouds
680,Sangmelima,CM,2.93,11.98,67.03,95,95,2.59,overcast clouds
681,Sijunjung,ID,-0.69,100.95,89.49,58,97,0.25,overcast clouds
682,Fairview,US,40.81,-74.0,60.01,67,1,2.73,clear sky
683,Samarai,PG,-10.62,150.67,80.65,82,100,14.2,moderate rain
684,Tautira,PF,-17.73,-149.15,78.8,69,75,3.36,broken clouds
685,Abu Samrah,SY,35.3,37.18,63.0,56,100,8.57,overcast clouds
686,Kaili,ID,-3.46,120.21,84.47,46,54,6.58,broken clouds
687,Sibu,MY,2.3,111.82,84.2,83,40,5.82,scattered clouds
688,Desbiens,CA,48.42,-71.95,33.8,100,20,3.36,few clouds
689,Plettenberg Bay,ZA,-34.05,23.37,57.45,78,96,11.54,light rain
690,Longido,TZ,-2.73,36.68,69.75,67,93,4.09,overcast clouds
691,Francistown,BW,-21.17,27.51,71.6,73,75,9.17,thunderstorm with light rain
692,Yaan,NG,7.38,8.57,73.72,85,42,3.27,scattered clouds
693,Hofn,IS,64.25,-15.21,41.88,88,100,13.71,light rain
694,Coihaique,CL,-45.58,-72.07,50.0,76,0,2.24,clear sky
695,Aksu,CN,41.12,80.26,53.22,34,100,1.97,overcast clouds
696,Mabai,CN,23.01,104.45,63.57,55,0,7.2,clear sky
697,Jaicos,BR,-7.36,-41.14,76.84,63,2,5.79,clear sky
698,Praia,CV,14.92,-23.51,77.0,78,0,17.22,clear sky
699,Eten,PE,-6.91,-79.86,61.66,86,81,8.39,broken clouds
700,Babino,RU,56.23,43.62,30.2,86,0,11.18,clear sky
701,Shingu,JP,33.73,135.98,60.8,48,40,18.34,scattered clouds
702,Yershov,RU,51.35,48.28,39.87,70,35,14.0,scattered clouds
703,Lerwick,GB,60.15,-1.15,51.8,87,100,12.75,overcast clouds
704,Buala,SB,-8.14,159.59,84.63,67,94,3.06,overcast clouds
